Product_ID,Compressor_Type,Product_Name,Power_Rating(HP),Capacity(CFM),Pressure_Rating(PSI),Date_of_Sale,Sales_Channel,Sales_Region,Unit_Price,Quantity_Sold,Total_Sales_Revenue,Customer_ID,Company_Name,Contact_Person,Contact_Email,Contact_Phone,Installation_Date,Service_Contracts,Maintenance_History,Warranty_Information,Energy_Consumption(kWh),Efficiency_Rating(%),Operating_Cost,Environmental_Impact,Market_Trends,Customer_Satisfaction_Ratings,Marketing_Campaigns,Promotional_Discounts,Advertising_Channels,Industry_Regulations,industries
1059,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,121,19,131,2023-10-17,Direct Sales,North Region,14529,2,29058,160,White-Brown,Carolyn Crawford,montgomerydawn@example.com,213.329.0211x23004,2023-11-02,No,Quarterly Maintenance,1 year warranty,6.3,89.27,9398.07,Environmentally friendly design,Declining,3.6,Email Campaign,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Pet Blowing
1060,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,81,6,107,2023-05-13,Distributor,East Region,9306,8,74448,161,Brown Group,Alexander Thomas,james67@example.org,001-274-207-9409x7454,2023-05-26,Yes,Regular maintenance every 6 months,5 years warranty,1.6,73.81,5240.81,Minimal environmental impact,Stable,4.4,Trade Shows,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Food & Beverages
1061,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,182,189,112,2023-06-22,Direct Sales,East Region,13618,3,40854,162,"Lee, Stout and Keller",Jacob Jackson,obell@example.net,883-990-4786x8336,2023-11-28,No,Annual service contract,3 years warranty,36.5,81.58,8302.48,Low emissions,Declining,3.6,Trade Shows,15% off for first-time buyers,Social media campaigns,Compliance with industry standards,Fabrication Workshops
1062,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,73,150,115,2023-08-12,Online Platform,North Region,16955,6,101730,163,Woods Inc,Hannah Conner,ymartin@example.com,+1-580-573-0748x33579,2023-10-01,No,Quarterly Maintenance,1 year warranty,68.1,86.26,9006.87,Environmentally friendly design,Stable,4.9,Trade Shows,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Textile
1063,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,39,261,146,2023-04-01,Direct Sales,West Region,11964,6,71784,164,Lin-Joseph,Dillon Wood,ztorres@example.com,+1-530-535-3233x61562,2023-05-03,Yes,Regular maintenance every 6 months,5 years warranty,28.1,81.24,7576.82,Minimal environmental impact,Stable,4.8,Email Campaign,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Automotive
1064,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,77,14,178,2023-05-31,Distributor,South Region,14400,4,57600,165,"Sloan, Williams and Miller",Elizabeth Brown,butlerryan@example.org,(242)639-6102x608,2023-07-09,No,Annual service contract,3 years warranty,4.0,82.16,11210.82,Minimal environmental impact,Growing,4.0,Email Campaign,10% off for bulk orders,Industry magazines,No specific regulations,Concrete Pumps
1065,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,125,10,125,2023-07-23,Online Platform,North Region,11377,2,22754,166,Smith-Lambert,Austin Young,youngann@example.com,+1-495-681-0094,2023-10-08,Yes,Quarterly Maintenance,1 year warranty,4.2,87.42,7917.8,Low emissions,Stable,3.9,Email Campaign,10% off for bulk orders,Social media campaigns,Compliance with industry standards,Hydel
1066,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,133,1053,202,2023-01-06,Direct Sales,West Region,52030,9,468270,167,Hamilton LLC,Diana Mcpherson,pamela77@example.org,001-468-505-7638x80834,2023-05-24,Yes,Annual service contract,1 year warranty,32.7,87.15,31902.18,Minimal environmental impact,Growing,4.3,Email Campaign,10% off for bulk orders,Industry magazines,Compliance with industry standards,Engine Starting
1067,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,129,9,122,2023-03-08,Distributor,East Region,9619,10,96190,168,"Jones, Lowe and Kelly",Donald Carter,curtislori@example.org,+1-790-439-0901x3707,2023-09-21,No,Quarterly Maintenance,5 years warranty,1.7,90.15,6137.22,Minimal environmental impact,Stable,3.7,Online Ads,"Free shipping for orders above $10,000",Mobile app for remote monitoring,No specific regulations,Concrete Pumps
1068,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,121,15,96,2023-02-25,Direct Sales,East Region,12375,8,99000,169,Bailey Ltd,Morgan Pugh,bthomas@example.org,8398724544,2023-12-03,No,Annual service contract,1 year warranty,4.7,90.71,6630.39,Low emissions,Growing,4.1,Online Ads,"Free shipping for orders above $10,000",Industry magazines,No specific regulations,Pet Blowing
1069,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,34,107,134,2023-06-14,Distributor,North Region,16457,3,49371,170,"Dickerson, Smith and Kramer",Kathryn Hall,yluna@example.com,205-876-2738x29625,2023-07-20,No,Regular maintenance every 6 months,5 years warranty,16.6,82.94,12284.93,Environmentally friendly design,Stable,4.9,Trade Shows,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Fabrication Workshops
1070,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,147,11,127,2023-10-10,Online Platform,East Region,13956,9,125604,171,Allen Ltd,Johnny Nelson,hensleyjessica@example.net,001-720-570-4527x85496,2023-11-24,Yes,Regular maintenance every 6 months,2 years warranty,2.9,84.21,7729.55,Minimal environmental impact,Declining,4.2,Email Campaign,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Plastic Manufacturing
1071,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,195,14,105,2023-08-12,Online Platform,West Region,13344,2,26688,172,Smith-Martin,Erin Warren,rabbott@example.com,922-365-1805,2023-12-07,No,Quarterly Maintenance,3 years warranty,3.1,82.19,10178.21,Environmentally friendly design,Growing,4.4,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,General Engineering
1072,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,61,1028,166,2023-08-09,Distributor,North Region,58525,10,585250,173,Hampton-Rivera,Rick Sampson,susanortiz@example.com,+1-599-479-2040x2852,2023-09-22,Yes,Quarterly Maintenance,2 years warranty,69.0,88.73,35647.57,Minimal environmental impact,Declining,3.7,Online Ads,15% off for first-time buyers,Social media campaigns,Compliance with industry standards,Engine Starting
1073,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,158,15,90,2023-10-07,Online Platform,South Region,14179,9,127611,174,Greene-Carr,Mary Johnson,aguilarkaren@example.com,(961)408-4839,2023-10-20,No,Regular maintenance every 6 months,3 years warranty,6.9,81.72,11166.38,Minimal environmental impact,Growing,4.1,Online Ads,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Automotive
1074,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,129,18,124,2023-07-25,Distributor,South Region,14241,5,71205,175,Nicholson-Henson,William Richardson,donaldhill@example.com,+1-452-915-0298x58396,2023-10-09,No,Quarterly Maintenance,5 years warranty,5.2,84.13,8611.25,Environmentally friendly design,Declining,4.5,Email Campaign,10% off for bulk orders,Industry magazines,Compliance with industry standards,Food & Beverages
1075,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,54,371,143,2023-11-04,Distributor,East Region,20033,2,40066,176,Brown-Frost,Mr. Jose James,robbinswendy@example.com,966-589-6155x6869,2023-11-22,Yes,Regular maintenance every 6 months,5 years warranty,47.9,82.46,12702.63,Minimal environmental impact,Growing,4.2,Online Ads,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Textile
1076,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,193,272,177,2023-10-02,Online Platform,East Region,21802,2,43604,177,"Dawson, Valenzuela and Young",John Hughes,levyvictoria@example.com,(720)367-3557x649,2023-10-14,No,Regular maintenance every 6 months,2 years warranty,50.1,70.71,15480.69,Low emissions,Declining,4.9,Trade Shows,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Automotive
1077,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,115,17,127,2023-04-03,Online Platform,East Region,14671,4,58684,178,Butler Group,John Beasley,bryan41@example.org,(321)987-7990,2023-04-11,Yes,Quarterly Maintenance,5 years warranty,5.3,80.9,8762.87,Low emissions,Declining,4.4,Online Ads,10% off for bulk orders,Social media campaigns,Compliance with industry standards,Marine
1078,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,185,11,92,2023-02-23,Direct Sales,North Region,12163,1,12163,179,"Collier, Pham and Welch",Timothy Chung,davisjoshua@example.org,279-581-0357,2023-08-19,Yes,Quarterly Maintenance,5 years warranty,6.6,87.85,6460.04,Environmentally friendly design,Declining,4.5,Trade Shows,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Diesel Engine Starting
1079,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,84,123,125,2023-05-25,Direct Sales,North Region,17368,5,86840,180,Hogan-Monroe,Thomas Cook,zmonroe@example.com,238-687-0708,2023-08-31,Yes,Regular maintenance every 6 months,5 years warranty,29.5,73.37,12784.39,Environmentally friendly design,Growing,3.7,Online Ads,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Food Processing
1080,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,163,220,130,2023-05-30,Distributor,East Region,18192,6,109152,181,"Hernandez, Carpenter and Pearson",Melissa Patterson,rachelpena@example.com,885.888.2100x43024,2023-07-25,No,Quarterly Maintenance,3 years warranty,35.2,85.55,12848.7,Low emissions,Stable,4.3,Email Campaign,15% off for first-time buyers,Industry magazines,No specific regulations,Paper
1081,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,89,4,108,2022-12-27,Online Platform,West Region,9153,9,82377,182,"Clay, Ward and Spencer",Matthew Schneider,kenneth25@example.org,+1-924-848-3409,2023-09-10,No,Quarterly Maintenance,3 years warranty,2.8,85.8,4764.25,Low emissions,Growing,3.8,Email Campaign,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Concrete Pumps
1082,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,152,84,146,2022-12-26,Direct Sales,North Region,20693,1,20693,183,Mclean PLC,Angela Boyd,sdavis@example.org,+1-857-267-5883x834,2023-04-21,No,Regular maintenance every 6 months,5 years warranty,64.0,71.17,15797.48,Environmentally friendly design,Declining,4.6,Email Campaign,10% off for bulk orders,Industry magazines,Compliance with industry standards,Fabrication Workshops
1083,OIL LUBRICATED PISTON AIR COMPRESSORS,HIGH PRESSURE PISTON COMPRESSORS,90,11,128,2023-12-06,Distributor,South Region,15293,6,91758,184,"Torres, White and Mann",Kelli Davis,jamie21@example.com,(260)263-2736x895,2023-12-06,No,Quarterly Maintenance,5 years warranty,4.0,86.92,10746.48,Low emissions,Stable,3.9,Trade Shows,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Concrete Pumps
1084,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,34,987,193,2023-05-21,Distributor,South Region,49183,7,344281,185,Robles-Bates,Michael Craig,bbaker@example.net,329.939.0222x007,2023-06-23,No,Quarterly Maintenance,5 years warranty,140.4,74.05,30582.33,Environmentally friendly design,Declining,3.6,Online Ads,10% off for bulk orders,Mobile app for remote monitoring,No specific regulations,Fabrication Workshops
1085,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EN SERIES SCREW AIR COMPRESSOR,190,180,159,2023-11-28,Online Platform,West Region,14427,5,72135,186,"Franklin, Simmons and Martinez",Kyle Rogers,jamescampbell@example.com,452-459-2954,2023-12-01,No,Quarterly Maintenance,5 years warranty,3.5,77.58,10332.95,Minimal environmental impact,Declining,4.5,Email Campaign,15% off for first-time buyers,Industry magazines,Compliance with industry standards,Automotive
1086,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,58,14,150,2023-12-05,Direct Sales,South Region,13241,7,92687,187,"Wells, Anderson and Cook",Jason Wong,andrew30@example.net,6596710997,2023-12-08,Yes,Regular maintenance every 6 months,1 year warranty,6.8,70.96,7177.91,Low emissions,Growing,5.0,Online Ads,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Engine Starting
1087,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,192,99,113,2022-12-20,Distributor,South Region,21997,3,65991,188,"Brown, Kramer and Doyle",Justin Williams,tbrown@example.org,+1-362-409-0320x1052,2023-03-01,Yes,Regular maintenance every 6 months,1 year warranty,45.2,93.2,16454.56,Environmentally friendly design,Growing,4.5,Email Campaign,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Automotive
1088,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,106,365,183,2023-06-08,Distributor,East Region,19885,1,19885,189,Delgado Inc,Shelly Price,lebrett@example.org,(571)716-3455x6753,2023-12-06,Yes,Annual service contract,5 years warranty,41.0,83.87,15519.68,Environmentally friendly design,Growing,4.5,Email Campaign,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,Fabrication Workshops
1089,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,178,365,171,2023-07-16,Direct Sales,North Region,18218,6,109308,190,Hart LLC,Alex Garner,awashington@example.org,743-531-0507,2023-08-18,Yes,Annual service contract,3 years warranty,73.5,85.95,10567.36,Environmentally friendly design,Stable,3.8,Online Ads,10% off for bulk orders,Mobile app for remote monitoring,Compliance with industry standards,Textile
1090,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,156,8,118,2023-07-01,Online Platform,West Region,11476,5,57380,191,"Whitney, Greene and Brooks",Brian Bauer,rosemelissa@example.org,725-852-2240,2023-09-26,No,Quarterly Maintenance,1 year warranty,2.3,77.81,5871.26,Environmentally friendly design,Growing,4.5,Trade Shows,15% off for first-time buyers,Industry magazines,No specific regulations,Automotive
1091,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,190,9,124,2023-09-28,Direct Sales,North Region,10712,2,21424,192,Strong-Miller,Matthew Maddox,roberthill@example.net,001-942-955-6068x83613,2023-10-07,Yes,Quarterly Maintenance,2 years warranty,2.0,90.55,8051.66,Low emissions,Stable,4.0,Online Ads,15% off for first-time buyers,Industry magazines,No specific regulations,Concrete Pumps
1092,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,37,1452,252,2023-05-26,Distributor,East Region,101265,5,506325,193,Garza Inc,Christopher Wilson,richardwilliams@example.org,001-921-603-6152x7960,2023-08-05,Yes,Quarterly Maintenance,5 years warranty,108.0,90.67,55109.21,Minimal environmental impact,Declining,4.3,Trade Shows,"Free shipping for orders above $10,000",Social media campaigns,Compliance with industry standards,Pet Blowing
1093,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,115,1041,131,2023-03-12,Direct Sales,South Region,72839,2,145678,194,"Cooper, Thompson and Keller",Hayley Miller,sierra84@example.org,2505973668,2023-04-28,No,Regular maintenance every 6 months,1 year warranty,195.6,91.6,37392.79,Minimal environmental impact,Growing,4.7,Email Campaign,10% off for bulk orders,Industry magazines,Compliance with industry standards,Food Processing
1094,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,34,358,94,2023-03-15,Online Platform,North Region,75403,1,75403,195,Park PLC,Scott Taylor,ryan93@example.com,001-303-846-2970x408,2023-08-28,No,Annual service contract,2 years warranty,59.0,72.19,51945.81,Minimal environmental impact,Declining,4.3,Online Ads,"Free shipping for orders above $10,000",Social media campaigns,No specific regulations,Mining
1095,OIL LUBRICATED SCREW AIR COMPRESSORS,ELECTRIC LUBRICATED EG SERIES SCREW AIR COMPRESSOR,58,876,218,2023-06-14,Online Platform,West Region,65847,3,197541,196,Tucker-Williams,Vanessa Sanders,stephanie01@example.net,295-500-4677x7349,2023-09-16,Yes,Regular maintenance every 6 months,5 years warranty,231.3,89.31,34572.2,Minimal environmental impact,Declining,4.2,Online Ads,10% off for bulk orders,Industry magazines,No specific regulations,Paper
1096,OIL LUBRICATED PISTON AIR COMPRESSORS,LD SERIES PISTON COMPRESSOR,147,12,125,2022-12-27,Direct Sales,South Region,13157,5,65785,197,Stephens PLC,Steven Stewart,rmiller@example.com,+1-279-286-8497,2023-04-10,Yes,Annual service contract,1 year warranty,6.7,80.73,9598.04,Minimal environmental impact,Growing,4.8,Trade Shows,"Free shipping for orders above $10,000",Industry magazines,Compliance with industry standards,Metal Fabrication
1097,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,125,11,106,2023-05-25,Online Platform,South Region,10010,7,70070,198,"Hicks, Poole and Zimmerman",Erin Hunter,colestephanie@example.com,981-625-2910x28698,2023-11-25,Yes,Regular maintenance every 6 months,3 years warranty,0.5,77.86,6010.5,Environmentally friendly design,Stable,5.0,Online Ads,15% off for first-time buyers,Social media campaigns,Compliance with industry standards,Metal Fabrication
1098,OIL LUBRICATED PISTON AIR COMPRESSORS,ALUMINIUM COAXIAL PISTON COMPRESSORS,30,2,90,2023-11-08,Online Platform,North Region,8045,10,80450,199,Wade-Glenn,Brenda Greene,mwest@example.net,644.399.6150,2023-12-07,Yes,Quarterly Maintenance,2 years warranty,0.7,82.49,5664.52,Minimal environmental impact,Stable,3.7,Email Campaign,10% off for bulk orders,Industry magazines,No specific regulations,Mining
1099,OIL LUBRICATED PISTON AIR COMPRESSORS,CUSTOM BUILT COMPRESSORS,176,1159,106,2022-12-25,Online Platform,North Region,113505,2,227010,200,Ramirez and Sons,Dorothy Mitchell,ryanmcintyre@example.com,7604593521,2023-11-24,Yes,Regular maintenance every 6 months,5 years warranty,78.6,75.32,60802.54,Minimal environmental impact,Growing,4.6,Trade Shows,15% off for first-time buyers,Mobile app for remote monitoring,No specific regulations,Concrete Pumps
